tweet,cluster_number
"video lung cancer breath test trialled
",0.0
"ebola healthcare workers discharged
",0.0
"video baking back to health
",0.0
"video nhs whistleblowers bullied into silence
",0.0
"obese workers have disability rights
",0.0
"private nhs hospital wants bailout
",0.0
"warning over new drugdriving law
",0.0
"nhs to review avoidable deaths hunt
",0.0
"failed fatban will fuel nhs debt
",0.0
"training very hard is unhealthy
",0.0
"video boys worldwide search for donor
",0.0
"video nhs agency nurses spending increase
",0.0
"video what does a singer with downs syndrome sound like
",0.0
"video inside a challenging behaviour unit
",0.0
"ebola nurse infection down to visor
",0.0
"video tech helping to treat brain cancer
",0.0
"crucial vote on threeperson babies
",0.0
"how accurate are due dates
",0.0
"baby bathseat drowning risk warning
",0.0
"uk health worker tested for ebola
",0.0
"video how will ebola vaccine trial work
",0.0
"new patient resuscitation guidance
",0.0
"video preventing drowning with playpens
",0.0
"child obesity rates levelling off
",0.0
"labour peer backs private role in nhs
",0.0
"eightyearold boy died of scurvy
",0.0
"video new generation drug research plan
",0.0
"video care you have to be coldhearted
",0.0
"doublechin jab approval sought
",0.0
"biggest hospital to be handed over
",0.0
"major health review to be published
",0.0
"video what is it like to be disabled at a gig
",0.0
"video tv ad warns of heartburncancer link
",0.0
"video war heros pioneering brain treatment
",0.0
"uk ebola nurse happy to be alive
",0.0
"new video aims to boost gp numbers
",0.0
"video i wasnt happy with my nose job
",0.0
"cigarette package law brought forward
",0.0
"ebola scientist warns business elite
",0.0
"care cuts leave old high and dry
",0.0
"ebola nhs doctor returns to work
",0.0
"global soil hunt for new drugs
",0.0
"video guineas ebola culture battle
",0.0
"video how do our brains deteriorate with age
",0.0
"video ageing without children taboo topic
",0.0
"video changing attitudes to older people
",0.0
"nhs issues cold weather alert
",0.0
"dozens died during 999 downgrade
",0.0
"how do we pay for innovative drugs
",0.0
"video how uk nurse may have got ebola
",0.0
"video why are aampe queues rising at hospitals
",0.0
"video brain surgery for epilepsy sufferers
",0.0
"video two hours waiting in ambulance
",0.0
"video why are hospital aampes struggling
",0.0
"video almost 12 hour wait for an ambulance
",0.0
"video record number living with cancer
",0.0
"video full review into ebola nurse case
",0.0
"video ebola charity no stone unturned
",0.0
"labour in new nhs attack on tories
",0.0
"video worlds epic battle against ebola
",0.0
"video uk ebola screening under scrutiny
",0.0
"are we too obsessed with nhs targets
",0.0
"video robotassisted surgery gains ground
",0.0
"video how the world responded to ebola
",0.0
"paralysis cure new vaginasand other medical stories of 2014
",0.0
"putin acts to halt rising vodka cost
",0.0
"santa grotto helps boy with epilepsy
",0.0
"three ecigarette tv adverts banned
",0.0
"video healthcare workers ebola battle
",0.0
"the west africa you dont see
",0.0
"video fixing bones with a household drill
",0.0
"video robotic suit helps patients to walk
",0.0
"video disability work scheme lacks cash
",0.0
"video a night on the sos bus
",0.0
"obesity is a disability eu law
",0.0
"nhs winter your questions answered
",0.0
"video uk may allow three parent babies
",0.0
"fat breathed out of body via lungs
",0.0
"baby death prompts first aid review
",0.0
"video why im having my breasts removed
",0.0
"bowel surgery death rate higher
",0.0
"video burnham worst week on record in aampe
",0.0
"allergy laws enforced in restaurants
",0.0
"uturn over obese surgery bar plan
",0.0
"who ebola running ahead of us
",0.0
"video who ebola running ahead of us
",0.0
"new complaints over nhs ombudsman
",0.0
"disability fund closure ruled lawful
",0.0
"child abuse viewers need treatment
",0.0
"video scotlands royal blind school reopens
",0.0
"suicide not always inevitable
",0.0
"video shocking disability access to shops
",0.0
"why 361 needles are better than one
",0.0
"video why does my breastfeeding offend
",0.0
"polish toddler survives night at 7c
",0.0
"video i was terrified to be around food
",0.0
"seasonal affective disorder and the difference from winter blues
",0.0
"ebola crisis who upbeat on targets
",0.0
"huge risk of ebola spread warns un
",0.0
"video charlize theron on world aids day
",0.0
"hollande to visit ebolahit guinea
",0.0
"phillip hughes how is the brain injured
",0.0
"video ebola vaccine trial encouraging
",0.0
"bagforlife bug risk advice
",0.0
"public have say on health services
",0.0
"early sign of yellow fever found
",0.0
"breastfeeding voucher trial results
",0.0
"video hiv now and then 1982 vs 2014
",0.0
"video nhs to publish surgeon data
",0.0
"british nurse back to help after ebola recovery
",0.0
"watchdog ranks gp surgeries by risk
",0.0
"why nightshifts pile on the pounds
",0.0
"video bird flu not a threat to food safety
",0.0
"audio alcoholism rising in women over 60
",0.0
"patients struggling to book with gp
",0.0
"video no nhs without migrants says major
",0.0
"surgeons warned over death rates
",0.0
"video new contraceptive device launched
",0.0
"video inside the worlds biggest blood bank
",0.0
"tests begin in dentist virus probe
",0.0
"video we have poured in ebola resources
",0.0
"video danish breakthrough with child obesity
",0.0
"olympic borough newham least active
",0.0
"video blair world too slow on ebola
",0.0
"ad breakdown sex and the ecigarette
",0.0
"video uk sees rise in weightloss surgery
",0.0
"have the danes cracked childhood obesity
",0.0
"savile hospital abuse inquiry widens
",0.0
"video hitech headset to guide blind people
",0.0
"ethical duty to cut nhs waste
",0.0
"shift work dulls your brain report
",0.0
"video david shukman who discovered ebola
",0.0
"video weight surgery cuts diabetes risk
",0.0
"weight surgery lowers diabetes risk
",0.0
"video i blogged my way to mental health
",0.0
"un chief defends ebola aid workers
",0.0
"video drinkers try the bbc booze calculator
",0.0
"video wine vs doughnut the hidden calories in booze
",0.0
"genes play role in ebola survival
",0.0
"booze should have calorie labels
",0.0
"new strike by nhs staff announced
",0.0
"video drug abuse should be a health issue
",0.0
"video tough laws do not stop drug use
",0.0
"video robbie sings during wifes labour
",0.0
"video clock change decreases activity
",0.0
"video could amputees regrow lost limbs
",0.0
"video can technology plug nhs funding gap
",0.0
"video uk ebola planning excellent
",0.0
"video can pioneering paralysis therapy help others
",0.0
"nhs radiographers strike over pay
",0.0
"video ebola survivorsâ blood saving lives
",0.0
"video the quest for an ebola vaccine
",0.0
"video we will bring social care into nhs
",0.0
"canada to ship ebola vaccine to who
",0.0
"video new research into body image fears
",0.0
"labour pledges cancer test wait cut
",0.0
"audio scientist develop new eeg brain scan
",0.0
"sugary drinks warning posters work
",0.0
"who focuses on stopping ebola spread
",0.0
"call to halt child laxative abuse
",0.0
"uk tops who gullet cancer table
",0.0
"video how ebola samples are processed
",0.0
"passenger alert over us ebola nurse
",0.0
"ebola how many people have died
",0.0
"new texas ebola case announced
",0.0
"video on board royal navys ebola ship
",0.0
"video how to avoid catching ebola
",0.0
"activity guidelinesbeing ignored
",0.0
"nhs ruling on new breast cancer drug
",0.0
"video ebola screening not a pr stunt
",0.0
"video how to report ebola crisis safely
",0.0
"video how can magic help stroke survivors
",0.0
"ebola basics what you need to know
",0.0
"hepatitis a outbreak investigated
",0.0
"hospital visits by smokers down
",0.0
"video ebola how can you catch it
",0.0
"video ebola stringent procedures in uk
",0.0
"video womb transplant mother speaks
",0.0
"why people are so worried about nhs
",0.0
"video at risk urged to get flu jabs
",0.0
"winter flu jab drive launched
",0.0
"video womb transplant baby gives hope
",0.0
"video how one mans run grew to 12m
",0.0
"radiographers to strike over nhs pay
",0.0
"video new guidance on antialcohol pill
",0.0
"workplace drug testing on the rise
",0.0
"early hiv drugs are not a cure
",0.0
"asbestos victims win damages ruling
",0.0
"uk urges decisive action on ebola
",0.0
"cancer gene test would save lives
",0.0
"ebola leaves thousands orphaned
",0.0
"video children hit by tooth decay at three
",0.0
"video gps to be available at weekends
",0.0
"pm vows seven day gp access by 2020
",0.0
"scans could halve stillbirth rate
",0.0
"an electronic revolution in the doctors bag
",0.0
"spleen rupture death preventable
",0.0
"video us ebola threat to global security
",0.0
"sierra leone widens ebola quarantine
",0.0
"labour to set out plan to save nhs
",0.0
"video teenagers shy to talk about cancer
",0.0
"video inside london hospitals eye bank
",0.0
"how liberia lost its handshake
",0.0
"video ebola warning a wakeup call
",0.0
"video ambulance death woman let down
",0.0
"womans ambulance queue death review
",0.0
"video should vaping bars be banned
",0.0
"us waists grow an inch in a decade
",0.0
"audio new solution on polio being tested
",0.0
"child heart surgery views sought
",0.0
"walking or cycling wellbeing boost
",0.0
"police investigating baby feed deaths
",0.0
"brain still active during sleep
",0.0
"ashya hospital staff receive abuse
",0.0
"audio i woke up during surgery
",0.0
"video what is the best way to brush teeth
",0.0
"hundreds of us children hit by virus
",0.0
"video girl who had proton beam therapy
",0.0
"video ashya king to travel to prague
",0.0
"video sierra leone declares ebola lockdown
",0.0
"ebola how bad can it get
",0.0
"ashya allowed to fly to prague
",0.0
"use ebola survivors blood who
",0.0
"video who meeting to discuss ebola therapy
",0.0
"video ebola patient on his lowest point
",0.0
"video bacon butty for british ebola nurse
",0.0
"british ebola patient pretty well
",0.0
"video urgent calls to tackle childhood obesity
",0.0
"test ebola drug 100 effective
",0.0
"ebola outbreak will get worse
",0.0
"ebola crisis five top tips to avoid the deadly virus
",0.0
"ban ecig use indoors says who
",0.0
"ebola doctor goes back to work
",0.0
"gut bugs help prevent allergies
",0.0
"video stroke clot drug in safety review
",0.0
"experts to review stroke clotbuster
",0.0
"trauma warning on foley death video
",0.0
"video how the uk is guarding against ebola
",0.0
"canada to give who ebola vaccine
",0.0
"liberia to receive ebola trial drug
",0.0
"young babies brains grow rapidly
",0.0
"video ethics experts discuss ebola drugs
",0.0
"alcohol drinks should carry warning
",0.0
"video who ebola spread can be stopped
",0.0
"no clear advice on tooth brushing
",0.0
"video breast cancer drug too expensive
",0.0
"ebola why is it this disease we fear
",0.0
"video ebola drug poses ethics questions
",0.0
"video chikungunya virus hits caribbean
",0.0
"video emergency who summit on ebola
",0.0
"ebola drug given to us aid workers
",0.0
"video world bank launches ebola fund
",0.0
"video ebola baby buried by strangers
",0.0
"video australian pair abandon downs baby
",0.0
"australians abandon downs surrogate
",0.0
"video essure birth control unsafe brockovich
",0.0
"hiv drugs boost sa life expectancy
",0.0
"who sounds alarm over w africa ebola
",0.0
"the very public nhs privatisation debate
",0.0
"video ebola outbreak presents challenges
",0.0
"ebola virus potential threat to uk
",0.0
"pause nhs privatisation labour
",0.0
"nigeria on red alert over ebola
",0.0
"audio heroin was a way to not face reality
",0.0
"preventing injury and illness in athletes
",0.0
"new virus discovered in human gut
",0.0
"could bulkbuying save nhs pounds
",0.0
"audio shift work increases diabetes risk
",0.0
"casual attitude to vcjd warning
",0.0
"video healthy start for newborns
",0.0
"quarantine over china plague death
",0.0
"video assisted dying bill passes first hurdle
",0.0
"controversial statin rules go ahead
",0.0
"hawking i support assisted dying
",0.0
"pregnancy jab for whooping cough
",0.0
"video study sparks organic foods debate
",0.0
"video cholera outbreak in south sudan
",0.0
"the nhs budget five things weve learned
",0.0
"ebola deaths up by 25 in west africa
",0.0
"video how hens help beat social isolation
",0.0
"childrens tv unhealthy food worry
",0.0
"headbanging brain injury warning
",0.0
"video worst ebola outbreak in history
",0.0
"giving advice to help beat depression
",0.0
"threes an accessible crowd
",0.0
"what leonardo taught us about the heart
",0.0
"how can i cut down on sugar
",0.0
"video how anxiety found a voice
",0.0
"video giving birth naturally in brazil
",0.0
"video aherne only special people get cancer
",0.0
"savile hospital abuse reports due
",0.0
"celebrities call for drug law change
",0.0
"water will help cut child obesity
",0.0
"video do medical students want to become gps
",0.0
"video i dont get right to die ruling
",0.0
"video bma warns on gp waiting times
",0.0
"why is khat about to be banned
",0.0
"video nhs england faces â£2bn funding gap
",0.0
"video baby ashes report calls for new laws
",0.0
"hospital wards too noisy at night
",0.0
"hospital cleared over baby deaths
",0.0
"audio charity warns over autism abuse
",0.0
"nhs scan and test delays worrying
",0.0
"video could hairdryers get girls to do pe
",0.0
"video exoskeleton helps paralysed to walk
",0.0
"video how much sugar is in your drink
",0.0
"aberdeen hospital care to be reviewed
",0.0
"worlds youngest heart baby dies
",0.0
"three new baby nhs poisoning cases
",0.0
"how do you feed very sick babies
",0.0
"thalidomide victims in new legal bid
",0.0
"why is glasgow the ukâs sickest city
",0.0
"threeperson babies in two years
",0.0
"being bilingual slows brain ageing
",0.0
"video overweight total tops 21bn globally
",0.0
"overweight total tops 21bn globally
",0.0
"new bird flu not global threat
",0.0
"audio sugary drinks should have warnings
",0.0
"does cycling help you live longer
",0.0
"video football clubs tackle overweight fan
",0.0
"the brave new world of diy faecal transplant
",0.0
"why your children dont listen to you
",0.0
"duchenne drug nears approval in eu
",0.0
"video why doctors are simulating the heart
",0.0
"hospital superbug shared with pets
",0.0
"obesity op rules stricter in wales
",0.0
"brain research needs new strategy
",0.0
"why i decided not to have children
",0.0
"video what is generalised anxiety disorder
",0.0
"google glass can hurt doctor warns
",0.0
"video explaining gp role in new nhs structure
",0.0
"body clock six things we learned
",0.0
"video health and your body clock
",0.0
"video pfizer bid could delay drugs
",0.0
"video play therapy to help brain scans
",0.0
"video are we ignoring our body clocks
",0.0
"video where is the best place to give birth
",0.0
"red wine health benefits overhyped
",0.0
"labour ward not for regular births
",0.0
"labour gp visit within 48 hours
",0.0
"us twin babies born holding hands
",0.0
"bowel disease atoz guide launched
",0.0
"audio excarer on trouble with language
",0.0
"video worlds biggest health scan project
",0.0
"new blood can recharge old brain
",0.0
"video new blood the secret to youth
",0.0
"health apps are they all good news
",0.0
"why the uk has a high child death rate
",0.0
"who what why how dangerous are tick bites in the uk
",0.0
"video new tests in uk biobank trial
",0.0
"near wrongbodypart op revealed
",0.0
"why do people take ayahuasca
",0.0
"do bacteria hold key to weight loss
",0.0
"video sutton puts spotlight on teen cancer
",0.0
"health atlas shows risks by area
",0.0
"video surgery wont cure confidence issues
",0.0
"dog bites highest in deprived areas
",0.0
"worries over young wanting surgery
",0.0
"binge drinking link to overeating
",0.0
"video breast cancer drug price cut call
",0.0
"novartis in 16bn gsk division deal
",0.0
"why big buttocks can be bad for your health
",0.0
"video buttock silicone injections lethal
",0.0
"routine operations is a crisis brewing
",0.0
"beard trend guided by evolution
",0.0
"video lord tebbit turns childrens writer
",0.0
"audio rnib uk needs sight loss advisors
",0.0
"video inside the celeb rehab centre
",0.0
"video england being caught up on nhs
",0.0
"can you live without processed food
",0.0
"longer waits but nhs holds its own
",0.0
"doctors implant labgrown vagina
",0.0
"tube inserted in wrong patient
",0.0
"spinal shocks revive paralysed legs
",0.0
"cancer virus discovery helped by delayed flight
",0.0
"huge variation between hospitals
",0.0
"audio gp warns over breast cancer self checks
",0.0
"video benefit changes hurting disabled
",0.0
"no apology over baby death
",0.0
"audio would children eat 7 greens a day
",0.0
"video can we become addicted to technology
",0.0
"audio births to women over 50 doubles
",0.0
"many aampes have missed wait target
",0.0
"ni university cancer breakthrough
",0.0
"stool test diagnoses bowel disease
",0.0
"video superspreaders tracking tuberculosis
",0.0
"councils divert public health cash
",0.0
"is water fluoridation the next big thing
",0.0
"doctors when to lose baby weight
",0.0
"guinea bans bats to curb ebola virus
",0.0
"virus in guinea capital not ebola
",0.0
"warning over burning aborted foetuses
",0.0
"gut brew gives chocolate its edge
",0.0
"jones criticises clwyds nhs attacks
",0.0
"secretion secrets things you didnât know about ear wax
",0.0
"catching a yawn is linked to age
",0.0
"audio hunt drug approval takes too long
",0.0
"is macho culture causing young men to take their own lives
",0.0
"video court of appeal to hear pregnancy case
",0.0
"hospital closure power granted
",0.0
"the people who believe in medical miracles
",0.0
"video could robots help children with autism
",0.0
"video lung transplant rethink urged
",0.0
"second us hivpositive baby cured
",0.0
"who sugar intake should be halved
",0.0
"failures over botched op surgeon
",0.0
"voices pledged to nhs change day
",0.0
"hiv teens survived against the odds
",0.0
"why is no one talking about bladder cancer
",0.0
"the people who eat pizza every day
",0.0
"audio teen pregnancies fall to 40year low
",0.0
"weekend pressure builds in hospitals
",0.0
"video free food bags help elderly patients
",0.0
"nurse failed to investigate abuse
",0.0
"children in adult psychiatric wards
",0.0
"video giant nhs database rollout delayed
",0.0
"video call for better tonguetie care
",0.0
"delays contributed to five deaths
",0.0
"video eu rules on child drugs cost lives
",0.0
"eu rules on child drugs cost lives
",0.0
"audio concern over new eu legal high rules
",0.0
"birth order link to being overweight
",0.0
"video us chain to halt tobacco sales
",0.0
"video health warning on nhs spending cuts
",0.0
"video teen told he would die beating odds
",0.0
"audio shivering could cause weight loss
",0.0
"video nhs in england getting better
",0.0
"new strain of deadly bird flu
",0.0
"audio nutt ecigs are a health advance
",0.0
"bug shuts hospital wards to visitors
",0.0
"elderly breast cancer warning
",0.0
"health watchdog attacks nhs culture
",0.0
"video nhs warned it could go bust
",0.0
"video managing a month without alcohol
",0.0
"audio sally roberts wanted best for neon
",0.0
"welsh drug testing can save lives
",0.0
"video how i made stem cell breakthrough
",0.0
"caredata should we be concerned
",0.0
"new calls to change sex education
",0.0
"liverpool care pathway wrongly blamed
",0.0
"video ecigarette ban for under18s
",0.0
"ni boy diagnosed with swine flu
",0.0
"video brand drugs legal within 20 years
",0.0
"video tougher clean air targets needed
",0.0
"savile links with nhs home probed
",0.0
"audio night shift work causes body chaos
",0.0
"night work throws body into chaos
",0.0
"ambulance wait man may have lived
",0.0
"video six month wait list after suicide bid
",0.0
"get advice early unwell people told
",0.0
"video surgeon tells mps to lose weight
",0.0
"video sharp rise in uk gout rates
",0.0
"video japans chubby women
",0.0
"video more nhs contracts won by private firms
",0.0
"weightlifting cuts diabetes risk
",0.0
"women 50plus urged to have smears
",0.0
"video bewitching poison alcohol as medicine
",0.0
"viewpoints how to curb obesity
",0.0
"video shock tactics in fight on obesity
",0.0
"stay away plea over ward bug cases
",0.0
"obesity how worried should we be
",0.0
"audio hospital tags linen to stop thieves
",0.0
"scan and ultrasound waiting trebles
",0.0
"audio is sugar worse than tobacco
",0.0
"five foods surprisingly high in sugar
",0.0
"gps new contract cuts bureaucracy
",0.0
"video tackling drugresistant tb in london
",0.0
"video brazil plugs gap with foreign doctors
",0.0
"audio running a business with cancer
",0.0
"video obesity in developing world quadruples
",0.0
"developing world obesity quadruples
",0.0
"video new push to inspire healthy habits
",0.0
"gout why i dont find it funny at all
",0.0
"video fat suit shows effects of obesity
",0.0
"video living with double mastectomy
",0.0
"how dangerous is a blow to the head
",0.0
"was 2013 the nhss annus horriblis
",0.0
"doctors said joshua had weeks to live
",0.0
"surgeon suspended over branding
",0.0
"fake vodka can kill you warning
",0.0
"youthdrug can reverse ageing
",0.0
"video breast cancer surgery report due
",0.0
"lung cancer year survival better
",0.0
"youngest born perceived as shorter
",0.0
"video how comics can help bedside manner
",0.0
"74 calls to liver surgery helpline
",0.0
"10000 children with cancer in uk
",0.0
"drug halves breast cancer risk
",0.0
"video obesity falls in english schools
",0.0
"hospital liver surgery is defended
",0.0
"baby death unit supervision failed
",0.0
"10 dangerous things in victorianedwardian homes
",0.0
"video ultrasound scan using your phone
",0.0
"experts to review heart surgery
",0.0
"philippines early recovery begins
",0.0
"consultation on nis abortion laws
",0.0
"bereaved parents lobby for drug ban
",0.0
"the car mechanic who uncorked a childbirth revolution
",0.0
"video smoking what it does to the body
",0.0
"audio plain packets working in australia
",0.0
"video new mums group helps beat depression
",0.0
"body piercing controls wheelchair
",0.0
"hospital care standards review urged
",0.0
"prostitutes who have sex then use antihiv drugs
",0.0
"video the man who can taste the tube map
",0.0
"did richard nixon change the way people describe cancer
",0.0
"video surrogates have positive experience
",0.0
"video bikers put the brakes on bad driving
",0.0
"cancer diversity threatens drugs
",0.0
"poor eye care leaving people blind
",0.0
"spy watch gp report published
",0.0
"nhs trust apology over child deaths
",0.0
"video should ecigarettes be banned
",0.0
"baby steps to saving lives
",0.0
"video using baby foot size to save lives
",0.0
"car deaths down 40 in 50 years
",0.0
"how stressed are you
",0.0
"ivf success affected by ethnicity
",0.0
"three on trial over abuse of elderly
",0.0
"video why movember is big news in indonesia
",0.0
"audio nhs chief winter will be an issue
",0.0
"downs pregnancy blood test trialled
",0.0
"review over elderly patient neglect
",0.0
"video can swaddling babies damage hips
",0.0
"four babies by two surrogates
",0.0
"coffee v smoothies which is better for you
",0.0
"nhs direct to close down next year
",0.0
"video is your shepherds pie big enough
",0.0
"call for whistleblowing inquiry
",0.0
"video basic errors killed our child
",0.0
"the problem with taking too many vitamins
",0.0
"nurse got worker to drive to ikea
",0.0
"audio savile interview i own this hospital
",0.0
"nike and the battle for your wrist
",0.0
"seeing in 3d possible with one eye
",0.0
"nhs savile abuse probe widened
",0.0
"india battles dengue fever outbreak
",0.0
"first aid skills can save the boy
",0.0
"curved soles do not help back pain
",0.0
"poots breached code over gay blood
",0.0
"audio why are uk workers so unhappy
",0.0
"video warning over weight loss drug
",0.0
"video billion pound brain project under way
",0.0
"video can pill reduce alcohol cravings
",0.0
"alcohol cravings drug gets approval
",0.0
"cellular shipping wins nobel prize
",0.0
"walking more would save thousands
",0.0
"walking cuts breast cancer risk
",0.0
"criticism over health debate noshow
",0.0
"video i thought it was a death sentence
",0.0
"baby born after ovaries reawakened
",0.0
"more veterans seek mental health aid
",4.0
"medieval eye remedy kills mrsa
",4.0
"excarers too little travel time
",4.0
"video could cannabis oil cure cancer
",4.0
"uk medics had humanitarian motives
",4.0
"video criticism of men b vaccine delay
",4.0
"video what can make you happy
",4.0
"privatelyrun hospital scheme poor
",4.0
"video pharmacists are extremely skilled
",4.0
"video child mental health needs overhaul
",4.0
"flying doctors fleet unveiled
",4.0
"union calls incident move a stunt
",4.0
"mps criticise england cancer services
",4.0
"cigarette plain packaging vote due
",4.0
"video menopause not supported in workplaces
",4.0
"csection rates vary widely in eu
",4.0
"adults get flu every five years
",4.0
"unison votes to accept nhs pay deal
",4.0
"cancer drug patients england move
",4.0
"video improving palliative care in mexico
",4.0
"devo manc and the nhs
",4.0
"depression link to violent crime
",4.0
"dementia research to receive â£300m
",4.0
"radical hiv vaccine ploy raises hope
",4.0
"cannabis promise risk and controversy
",4.0
"video doctors told to reduce antibiotics
",4.0
"video syria war victim given new jaw
",4.0
"discovery of largest genetic fat map
",4.0
"video it was a toxic culture
",4.0
"video everyday miracle of cataract surgery
",4.0
"babies eye movement autism link
",4.0
"canada to allow assisted suicide
",4.0
"wild birds may spread flu virus
",4.0
"flu vaccine is barely effective
",4.0
"mental health services inadequate
",4.0
"video i just felt like a diseased body
",4.0
"how much do we love the nhs
",4.0
"video questions answered on care insurance
",4.0
"video measles outbreak blamed on parents
",4.0
"no interest in care insurance
",4.0
"doctors warn on assisted suicide law
",4.0
"video concern over dementiadrugs link
",4.0
"video mentally ill girl put in police cell
",4.0
"video body clocks and blindness
",4.0
"video talks to avert nhs strike continue
",4.0
"mickey mouse and measles
",4.0
"depression more common in military
",4.0
"exercise advice is unrealistic
",4.0
"video could new heart test save women
",4.0
"video winter ward to ease pressure
",4.0
"video could you afford â£700 a week for care
",4.0
"unusual activities to get you moving
",4.0
"cuts to cancer treatments announced
",4.0
"video chemotherapy on your doorstep
",4.0
"video in an ebola treatment centre
",4.0
"elastic implant reverses paralysis
",4.0
"video addenbrookes declares major incident
",4.0
"audio aampe doctor we cant turn people away
",4.0
"video nhs saved my life five times
",4.0
"video emergency care system confusing
",4.0
"video can gadget count calories digested
",4.0
"video ebola nurse very committed
",4.0
"video autism patients failed by system
",4.0
"why are so many drinks flavoured with honey
",4.0
"video football stadium disabled access tackled
",4.0
"video lifestyle causes 40 cancer cases
",4.0
"video ebola decline but not last epidemic
",4.0
"video britons in denial about obesity
",4.0
"video nhs help elderly to ease aampe pressure
",4.0
"video dna project revolution in diagnosis
",4.0
"video fewer or more nurses in nhs today
",4.0
"victims of a craze for cosmetic surgery
",4.0
"could a stove save childrens lives
",4.0
"concerns over ehospital system
",4.0
"kenya women sue over sterilisation
",4.0
"video locum doctors plugging aampe gaps
",4.0
"locum doctors prop up aampe services
",4.0
"ready meals may count in five a day
",4.0
"take care complaints seriously
",4.0
"video autismfriendly event goes national
",4.0
"elderly need to drink more fluid
",4.0
"video is ttip really a threat to the nhs
",4.0
"controversial dna test comes to uk
",4.0
"video donor organ gave me cancer
",4.0
"video msf will stay till very end
",4.0
"silver surfers more health savvy
",4.0
"video end of life care needs more effort
",4.0
"unions consider walesonly pay deal
",4.0
"video obesity costs uk â£47bn a year
",4.0
"covert care camera guidance approved
",4.0
"video virtual avatars reduce selfcriticism
",4.0
"infected kidneys rejected as unfit
",4.0
"audio ebola vaccine on track for january
",4.0
"video mediterranean diet best for obesity
",4.0
"video patients struggling to see gps
",4.0
"study questions b12 dementia advice
",4.0
"patients recalled over virus risk
",4.0
"drugs treatment service set to close
",4.0
"ban fruit juice from fiveaday
",4.0
"ni test results due over ebola virus
",4.0
"brains taste secrets uncovered
",4.0
"video road separates living from dying
",4.0
"coolest car in london saves lives
",4.0
"ebola appeal receives â£4m in two days
",4.0
"video lab for worldâs worst animal viruses
",4.0
"cancer survival rates improving
",4.0
"video uk national sperm bank starts work
",4.0
"study points to new autism risks
",4.0
"audio carer low pay leads to poor care
",4.0
"failure in care of injured veterans
",4.0
"later sunsets make kids more active
",4.0
"obama optimistic over ebola in us
",4.0
"nhs needs extra cash and overhaul
",4.0
"video gp explains dementia payments
",4.0
"mentally ill put in police cells
",4.0
"video more uk medics travel to ebola area
",4.0
"video uk ebola vaccine tests continue
",4.0
"video paralysed man walks after cell surgery
",4.0
"video dodgy dental equipment seized
",4.0
"video dialysis in the comfort of your home
",4.0
"video ebola vaccine will come too late
",4.0
"radio to the rescue many saved
",4.0
"video vaccine race for enemy ebola virus
",4.0
"video dementia care training concerns
",4.0
"army to drive strikeday ambulances
",4.0
"audio massive step towards type 1 diabetes cure
",4.0
"video will minimum wage rise make carers poorer
",4.0
"video ebola europe will see more cases
",4.0
"video ebola outbreak your questions
",4.0
"video ebola uk must not be complacent
",4.0
"video are postnatal depression signs missed
",4.0
"video anorexia in americas thinnest city
",4.0
"ambulance staff vote for strike
",4.0
"video dementia friendly design
",4.0
"video can your skirt size be a cancer clue
",4.0
"video tears at 91yearolds nhs plea
",4.0
"family criticise trust over death
",4.0
"ebola trial volunteer immunised
",4.0
"video playgrounds for senior citizens
",4.0
"video i just couldnt bear it anymore
",4.0
"video un security council to discuss ebola
",4.0
"video does driving make you worse at work
",4.0
"video mers camel traders unalarmed by virus
",4.0
"social care access limited for many
",4.0
"nicotine device medically approved
",4.0
"video the machine that could help ashya
",4.0
"deadly disease v untested treatment
",4.0
"suicide death every 40 seconds
",4.0
"all diets have similar results
",4.0
"allergy mistakes risking lives
",4.0
"action films may make you fat
",4.0
"video proton therapy uk patient access
",4.0
"postnatal care lacking say midwives
",4.0
"electrical stimulation aids memory
",4.0
"uk ebola vaccine trial to start
",4.0
"nhs complaints rise to 480 every day
",4.0
"video cellist alcohol was my medicine
",4.0
"ebola risk to uk remains very low
",4.0
"nurse ratio key to stroke survival
",4.0
"video inside liberia ebola treatment centre
",4.0
"video mental illness can happen to anyone
",4.0
"ebola crisis vastly underestimated
",4.0
"audio most of us know very little about mental illness
",4.0
"ivory coast travel ban over ebola
",4.0
"video students monitor parents pollution
",4.0
"video an ebola isolation unit in london
",4.0
"video dementia link to lack of vitamin d
",4.0
"ebola victim dies in saudi arabia
",4.0
"video daily aspirin cuts cancer deaths
",4.0
"us ebola victims to be evacuated
",4.0
"more than fiveaday no effect
",4.0
"child malaria vaccine milestone
",4.0
"audio steroids made my sperm count zero
",4.0
"video the rehydration unit in an indian slum
",4.0
"ambulance timewasters risk lives
",4.0
"mexico restricts soft drink tv ads
",4.0
"harvard doctor is reith lecturer
",4.0
"anchovy sauce food clues to disease
",4.0
"call to review surgery waiting times
",4.0
"video nhs had years of real financial squeeze
",4.0
"video doctors missed my cancer 19 times
",4.0
"video diarrhoea treatment saves millions
",4.0
"video uk fgm failure a national scandal
",4.0
"video adult social care faces unsure future
",4.0
"video could a scratch prove deadly
",4.0
"video councilrun care unsustainable
",4.0
"robot revolution in stroke care
",4.0
"midwives support strike action
",4.0
"video can you trust your sunglasses
",4.0
"video hunt we let savile victims down
",4.0
"video mental health services a car crash
",4.0
"how did suarez recover from injury
",4.0
"video cameron boosts aid to tackle dementia
",4.0
"skin and liver cancer up in england
",4.0
